Epoch: 1, train loss: 1.529044508934021, temp_loss: 1.529044508934021, time_loss: 1.7870997190475464, mse_loss: 3.4140625
Epoch: 23, train loss: 0.8903096914291382, temp_loss: 0.8903096914291382, time_loss: 1.8020416498184204, mse_loss: 3.5625
Epoch: 24, train loss: 0.892694890499115, temp_loss: 0.892694890499115, time_loss: 1.8103793859481812, mse_loss: 3.453125
Epoch: 25, train loss: 0.8740523457527161, temp_loss: 0.8740523457527161, time_loss: 1.8162184953689575, mse_loss: 3.625
Epoch: 26, train loss: 0.8547458648681641, temp_loss: 0.8547458648681641, time_loss: 1.7903835773468018, mse_loss: 3.734375
Epoch: 27, train loss: 0.8895043134689331, temp_loss: 0.8895043134689331, time_loss: 1.7812448740005493, mse_loss: 3.40625
Epoch: 28, train loss: 0.8702066540718079, temp_loss: 0.8702066540718079, time_loss: 1.7864290475845337, mse_loss: 3.3359375
Epoch: 29, train loss: 0.8049878478050232, temp_loss: 0.8049878478050232, time_loss: 1.7418467998504639, mse_loss: 3.6640625
Epoch: 30, train loss: 0.806574821472168, temp_loss: 0.806574821472168, time_loss: 1.7992264032363892, mse_loss: 3.6015625
Epoch: 31, train loss: 0.7924523949623108, temp_loss: 0.7924523949623108, time_loss: 1.8360950946807861, mse_loss: 3.6953125
Epoch: 32, train loss: 0.7432044148445129, temp_loss: 0.7432044148445129, time_loss: 1.8382561206817627, mse_loss: 3.5234375
Epoch: 33, train loss: 0.8025861978530884, temp_loss: 0.8025861978530884, time_loss: 1.7682740688323975, mse_loss: 3.703125
Epoch: 34, train loss: 0.7815728783607483, temp_loss: 0.7815728783607483, time_loss: 1.7861958742141724, mse_loss: 3.5
Epoch: 35, train loss: 0.7523380517959595, temp_loss: 0.7523380517959595, time_loss: 1.8263356685638428, mse_loss: 3.28125
Epoch: 36, train loss: 0.7300184369087219, temp_loss: 0.7300184369087219, time_loss: 1.7818706035614014, mse_loss: 3.8515625
Epoch: 37, train loss: 0.7217075228691101, temp_loss: 0.7217075228691101, time_loss: 1.7951717376708984, mse_loss: 3.1796875
Epoch: 38, train loss: 0.7512223124504089, temp_loss: 0.7512223124504089, time_loss: 1.8064523935317993, mse_loss: 3.8203125
Epoch: 39, train loss: 0.7178769707679749, temp_loss: 0.7178769707679749, time_loss: 1.733371615409851, mse_loss: 3.1484375
Epoch: 40, train loss: 0.6745793223381042, temp_loss: 0.6745793223381042, time_loss: 1.7666571140289307, mse_loss: 3.2734375
Epoch: 41, train loss: 0.7052868604660034, temp_loss: 0.7052868604660034, time_loss: 1.808800220489502, mse_loss: 3.640625
Epoch: 42, train loss: 0.6672602295875549, temp_loss: 0.6672602295875549, time_loss: 1.8224364519119263, mse_loss: 3.5859375
Epoch: 43, train loss: 0.6258281469345093, temp_loss: 0.6258281469345093, time_loss: 1.8427025079727173, mse_loss: 3.4765625
Epoch: 44, train loss: 0.6872277855873108, temp_loss: 0.6872277855873108, time_loss: 1.8301513195037842, mse_loss: 3.484375
Epoch: 45, train loss: 0.6334312558174133, temp_loss: 0.6334312558174133, time_loss: 1.8146611452102661, mse_loss: 4.0078125
Epoch: 46, train loss: 0.6163570284843445, temp_loss: 0.6163570284843445, time_loss: 1.8429787158966064, mse_loss: 3.6640625
Epoch: 47, train loss: 0.6391631364822388, temp_loss: 0.6391631364822388, time_loss: 1.8390105962753296, mse_loss: 3.8359375
Epoch: 48, train loss: 0.6263257265090942, temp_loss: 0.6263257265090942, time_loss: 1.8231467008590698, mse_loss: 3.96875
Epoch: 49, train loss: 0.5923701524734497, temp_loss: 0.5923701524734497, time_loss: 1.8396939039230347, mse_loss: 3.3671875
Epoch: 50, train loss: 0.6349010467529297, temp_loss: 0.6349010467529297, time_loss: 1.8147343397140503, mse_loss: 3.5234375
Epoch: 51, train loss: 0.590121865272522, temp_loss: 0.590121865272522, time_loss: 1.7823923826217651, mse_loss: 3.1875
Epoch: 52, train loss: 0.5664278268814087, temp_loss: 0.5664278268814087, time_loss: 1.8131070137023926, mse_loss: 3.9453125
Epoch: 53, train loss: 0.5470808148384094, temp_loss: 0.5470808148384094, time_loss: 1.8391919136047363, mse_loss: 3.328125
Epoch: 54, train loss: 0.5580541491508484, temp_loss: 0.5580541491508484, time_loss: 1.816549301147461, mse_loss: 3.296875
Epoch: 55, train loss: 0.5542905926704407, temp_loss: 0.5542905926704407, time_loss: 1.8203370571136475, mse_loss: 3.5703125
Epoch: 56, train loss: 0.5413385629653931, temp_loss: 0.5413385629653931, time_loss: 1.8430591821670532, mse_loss: 3.4140625
Epoch: 57, train loss: 0.6051047444343567, temp_loss: 0.6051047444343567, time_loss: 1.8380624055862427, mse_loss: 3.3046875
Epoch: 58, train loss: 0.5144025683403015, temp_loss: 0.5144025683403015, time_loss: 1.8574895858764648, mse_loss: 3.421875
Epoch: 59, train loss: 0.5364174842834473, temp_loss: 0.5364174842834473, time_loss: 1.817294955253601, mse_loss: 3.8515625
Epoch: 60, train loss: 0.5357292890548706, temp_loss: 0.5357292890548706, time_loss: 1.8345699310302734, mse_loss: 3.609375
Epoch: 61, train loss: 0.5398205518722534, temp_loss: 0.5398205518722534, time_loss: 1.8227289915084839, mse_loss: 3.90625
Epoch: 62, train loss: 0.5319610834121704, temp_loss: 0.5319610834121704, time_loss: 1.8880360126495361, mse_loss: 3.2890625
Epoch: 63, train loss: 0.48067712783813477, temp_loss: 0.48067712783813477, time_loss: 1.7782695293426514, mse_loss: 3.90625
Epoch: 64, train loss: 0.4778464436531067, temp_loss: 0.4778464436531067, time_loss: 1.8092308044433594, mse_loss: 3.2265625
Epoch: 65, train loss: 0.4727605879306793, temp_loss: 0.4727605879306793, time_loss: 1.8157941102981567, mse_loss: 3.140625
Epoch: 66, train loss: 0.5225945115089417, temp_loss: 0.5225945115089417, time_loss: 1.84138023853302, mse_loss: 3.5703125
Epoch: 67, train loss: 0.4824734330177307, temp_loss: 0.4824734330177307, time_loss: 1.8344335556030273, mse_loss: 3.7578125
Epoch: 68, train loss: 0.5447749495506287, temp_loss: 0.5447749495506287, time_loss: 1.8413671255111694, mse_loss: 3.546875
Epoch: 69, train loss: 0.4725867211818695, temp_loss: 0.4725867211818695, time_loss: 1.8898590803146362, mse_loss: 3.125
Epoch: 70, train loss: 0.5002425909042358, temp_loss: 0.5002425909042358, time_loss: 1.8383876085281372, mse_loss: 4.0546875
Epoch: 71, train loss: 0.5026028156280518, temp_loss: 0.5026028156280518, time_loss: 1.7836089134216309, mse_loss: 4.15625
Epoch: 72, train loss: 0.48311376571655273, temp_loss: 0.48311376571655273, time_loss: 1.8325258493423462, mse_loss: 3.4609375
Epoch: 73, train loss: 0.4990847706794739, temp_loss: 0.4990847706794739, time_loss: 1.805873990058899, mse_loss: 4.203125
Epoch: 74, train loss: 0.4859522879123688, temp_loss: 0.4859522879123688, time_loss: 1.8957526683807373, mse_loss: 3.8125
Epoch: 75, train loss: 0.45474743843078613, temp_loss: 0.45474743843078613, time_loss: 1.8139508962631226, mse_loss: 3.59375
Epoch: 76, train loss: 0.48079824447631836, temp_loss: 0.48079824447631836, time_loss: 1.7971606254577637, mse_loss: 3.8359375
Epoch: 77, train loss: 0.49296581745147705, temp_loss: 0.49296581745147705, time_loss: 1.7950780391693115, mse_loss: 3.8125
Epoch: 78, train loss: 0.45502686500549316, temp_loss: 0.45502686500549316, time_loss: 1.8691924810409546, mse_loss: 3.8671875
Epoch: 79, train loss: 0.40426790714263916, temp_loss: 0.40426790714263916, time_loss: 1.8529696464538574, mse_loss: 3.5390625
Epoch: 80, train loss: 0.47464239597320557, temp_loss: 0.47464239597320557, time_loss: 1.8025250434875488, mse_loss: 3.640625
Epoch: 81, train loss: 0.49574169516563416, temp_loss: 0.49574169516563416, time_loss: 1.84811270236969, mse_loss: 3.109375
Epoch: 82, train loss: 0.4293004274368286, temp_loss: 0.4293004274368286, time_loss: 1.8704781532287598, mse_loss: 3.3515625
Epoch: 83, train loss: 0.45606231689453125, temp_loss: 0.45606231689453125, time_loss: 1.7879135608673096, mse_loss: 3.8125
Epoch: 84, train loss: 0.49195897579193115, temp_loss: 0.49195897579193115, time_loss: 1.818378210067749, mse_loss: 3.5625
Epoch: 85, train loss: 0.3618438243865967, temp_loss: 0.3618438243865967, time_loss: 1.9036900997161865, mse_loss: 3.5390625
Epoch: 86, train loss: 0.4038311243057251, temp_loss: 0.4038311243057251, time_loss: 1.795365810394287, mse_loss: 3.015625
Epoch: 87, train loss: 0.43271803855895996, temp_loss: 0.43271803855895996, time_loss: 1.9311937093734741, mse_loss: 3.5
Epoch: 88, train loss: 0.4098758101463318, temp_loss: 0.4098758101463318, time_loss: 1.9019596576690674, mse_loss: 3.4921875
Epoch: 89, train loss: 0.4054469168186188, temp_loss: 0.4054469168186188, time_loss: 1.8572694063186646, mse_loss: 3.546875
Epoch: 90, train loss: 0.5258535146713257, temp_loss: 0.5258535146713257, time_loss: 1.901240348815918, mse_loss: 3.4375
Epoch: 91, train loss: 0.3693561255931854, temp_loss: 0.3693561255931854, time_loss: 1.8407340049743652, mse_loss: 3.2890625
Epoch: 92, train loss: 0.4257597327232361, temp_loss: 0.4257597327232361, time_loss: 1.8314969539642334, mse_loss: 3.4140625
Epoch: 93, train loss: 0.3725910782814026, temp_loss: 0.3725910782814026, time_loss: 1.8207048177719116, mse_loss: 3.53125
Epoch: 94, train loss: 0.3972355127334595, temp_loss: 0.3972355127334595, time_loss: 1.917365312576294, mse_loss: 3.46875
Epoch: 95, train loss: 0.4782371520996094, temp_loss: 0.4782371520996094, time_loss: 1.8132288455963135, mse_loss: 3.3984375
Epoch: 96, train loss: 0.42394647002220154, temp_loss: 0.42394647002220154, time_loss: 1.925804853439331, mse_loss: 4.4140625
Epoch: 97, train loss: 0.46417930722236633, temp_loss: 0.46417930722236633, time_loss: 1.8597345352172852, mse_loss: 3.578125
Epoch: 98, train loss: 0.3976249098777771, temp_loss: 0.3976249098777771, time_loss: 1.7905497550964355, mse_loss: 3.6171875
Epoch: 99, train loss: 0.39839616417884827, temp_loss: 0.39839616417884827, time_loss: 1.8909019231796265, mse_loss: 3.40625
Epoch: 100, train loss: 0.3994178771972656, temp_loss: 0.3994178771972656, time_loss: 1.8280452489852905, mse_loss: 3.78125
Epoch: 101, train loss: 0.3817857503890991, temp_loss: 0.3817857503890991, time_loss: 1.9076850414276123, mse_loss: 3.640625
TRAIN: temp_loss: 0.3831104040145874, time_loss: 1.8390345573425293, temp_acc: 0.859375, time_acc: 0.1796875
TEST : temp_loss: 0.4600723683834076, time_loss: 1.884702205657959, temp_acc: 0.816, time_acc: 0.152
Epoch: 102, train loss: 0.3740817606449127, temp_loss: 0.3740817606449127, time_loss: 1.8252978324890137, mse_loss: 3.0703125
Epoch: 103, train loss: 0.4099891483783722, temp_loss: 0.4099891483783722, time_loss: 1.8501051664352417, mse_loss: 3.625
Epoch: 104, train loss: 0.3552277386188507, temp_loss: 0.3552277386188507, time_loss: 1.8457361459732056, mse_loss: 3.2421875
Epoch: 105, train loss: 0.36056697368621826, temp_loss: 0.36056697368621826, time_loss: 1.8484824895858765, mse_loss: 3.390625
Epoch: 106, train loss: 0.35296523571014404, temp_loss: 0.35296523571014404, time_loss: 1.8912732601165771, mse_loss: 3.359375
Epoch: 107, train loss: 0.374478280544281, temp_loss: 0.374478280544281, time_loss: 1.8202184438705444, mse_loss: 3.7890625
Epoch: 108, train loss: 0.3225882947444916, temp_loss: 0.3225882947444916, time_loss: 1.8765649795532227, mse_loss: 3.25
Epoch: 109, train loss: 0.38500598073005676, temp_loss: 0.38500598073005676, time_loss: 1.9327572584152222, mse_loss: 3.7578125
Epoch: 110, train loss: 0.4132762849330902, temp_loss: 0.4132762849330902, time_loss: 1.8161965608596802, mse_loss: 3.75
Epoch: 111, train loss: 0.3939420282840729, temp_loss: 0.3939420282840729, time_loss: 1.9625723361968994, mse_loss: 3.6171875
Epoch: 112, train loss: 0.3193620443344116, temp_loss: 0.3193620443344116, time_loss: 1.9693039655685425, mse_loss: 3.515625
Epoch: 113, train loss: 0.37411385774612427, temp_loss: 0.37411385774612427, time_loss: 1.9150673151016235, mse_loss: 3.265625
Epoch: 114, train loss: 0.3199063539505005, temp_loss: 0.3199063539505005, time_loss: 1.8442436456680298, mse_loss: 3.4140625
Epoch: 115, train loss: 0.35520556569099426, temp_loss: 0.35520556569099426, time_loss: 1.8129912614822388, mse_loss: 3.453125
Epoch: 116, train loss: 0.30747464299201965, temp_loss: 0.30747464299201965, time_loss: 1.8729705810546875, mse_loss: 3.609375
Epoch: 117, train loss: 0.25729018449783325, temp_loss: 0.25729018449783325, time_loss: 1.9019562005996704, mse_loss: 3.5546875
Epoch: 118, train loss: 0.33593249320983887, temp_loss: 0.33593249320983887, time_loss: 1.879557490348816, mse_loss: 3.5625
Epoch: 119, train loss: 0.3609723150730133, temp_loss: 0.3609723150730133, time_loss: 1.8311429023742676, mse_loss: 3.421875
Epoch: 120, train loss: 0.35478541254997253, temp_loss: 0.35478541254997253, time_loss: 1.8998852968215942, mse_loss: 3.6015625
Epoch: 121, train loss: 0.36975109577178955, temp_loss: 0.36975109577178955, time_loss: 1.865522861480713, mse_loss: 3.3515625
Epoch: 122, train loss: 0.3762078583240509, temp_loss: 0.3762078583240509, time_loss: 1.7910380363464355, mse_loss: 4.15625
Epoch: 123, train loss: 0.379363089799881, temp_loss: 0.379363089799881, time_loss: 1.833337664604187, mse_loss: 3.5546875
Epoch: 124, train loss: 0.31198251247406006, temp_loss: 0.31198251247406006, time_loss: 1.7956117391586304, mse_loss: 3.2265625
Epoch: 125, train loss: 0.36274951696395874, temp_loss: 0.36274951696395874, time_loss: 1.8423038721084595, mse_loss: 4.0703125
Epoch: 126, train loss: 0.33739879727363586, temp_loss: 0.33739879727363586, time_loss: 1.811385154724121, mse_loss: 3.375
Epoch: 127, train loss: 0.3246343731880188, temp_loss: 0.3246343731880188, time_loss: 1.862444281578064, mse_loss: 4.4296875
Epoch: 128, train loss: 0.28949254751205444, temp_loss: 0.28949254751205444, time_loss: 1.9224485158920288, mse_loss: 3.4921875
Epoch: 129, train loss: 0.3202972412109375, temp_loss: 0.3202972412109375, time_loss: 1.8222237825393677, mse_loss: 3.5390625
Epoch: 130, train loss: 0.30023980140686035, temp_loss: 0.30023980140686035, time_loss: 1.834956407546997, mse_loss: 3.703125
Epoch: 131, train loss: 0.3050546944141388, temp_loss: 0.3050546944141388, time_loss: 1.9134142398834229, mse_loss: 4.046875
Epoch: 132, train loss: 0.3810398280620575, temp_loss: 0.3810398280620575, time_loss: 1.9119548797607422, mse_loss: 4.3671875
Epoch: 133, train loss: 0.33167189359664917, temp_loss: 0.33167189359664917, time_loss: 1.8731002807617188, mse_loss: 3.3671875
Epoch: 134, train loss: 0.3201117515563965, temp_loss: 0.3201117515563965, time_loss: 1.8277169466018677, mse_loss: 3.8203125
Epoch: 135, train loss: 0.33082470297813416, temp_loss: 0.33082470297813416, time_loss: 1.9138894081115723, mse_loss: 3.3359375
Epoch: 136, train loss: 0.33191758394241333, temp_loss: 0.33191758394241333, time_loss: 1.890415072441101, mse_loss: 4.1328125
Epoch: 137, train loss: 0.36452123522758484, temp_loss: 0.36452123522758484, time_loss: 1.9811463356018066, mse_loss: 4.078125
Epoch: 138, train loss: 0.334537535905838, temp_loss: 0.334537535905838, time_loss: 1.878594994544983, mse_loss: 3.9140625
Epoch: 139, train loss: 0.2718590497970581, temp_loss: 0.2718590497970581, time_loss: 1.9453774690628052, mse_loss: 3.3359375
Epoch: 140, train loss: 0.36502957344055176, temp_loss: 0.36502957344055176, time_loss: 1.912246823310852, mse_loss: 3.9921875
Epoch: 141, train loss: 0.3400047719478607, temp_loss: 0.3400047719478607, time_loss: 1.8718218803405762, mse_loss: 3.609375
Epoch: 142, train loss: 0.3035999834537506, temp_loss: 0.3035999834537506, time_loss: 1.8240097761154175, mse_loss: 3.6875
Epoch: 143, train loss: 0.35943955183029175, temp_loss: 0.35943955183029175, time_loss: 1.886375069618225, mse_loss: 4.03125
Epoch: 144, train loss: 0.29095515608787537, temp_loss: 0.29095515608787537, time_loss: 1.8519259691238403, mse_loss: 3.265625
Epoch: 145, train loss: 0.3185274302959442, temp_loss: 0.3185274302959442, time_loss: 1.8236373662948608, mse_loss: 4.015625
Epoch: 146, train loss: 0.3348347246646881, temp_loss: 0.3348347246646881, time_loss: 1.8916361331939697, mse_loss: 3.9609375
Epoch: 147, train loss: 0.2467501312494278, temp_loss: 0.2467501312494278, time_loss: 1.9556466341018677, mse_loss: 3.9765625
Epoch: 148, train loss: 0.29850515723228455, temp_loss: 0.29850515723228455, time_loss: 1.9257175922393799, mse_loss: 3.8125
Epoch: 149, train loss: 0.31489166617393494, temp_loss: 0.31489166617393494, time_loss: 1.8524467945098877, mse_loss: 3.7265625
Epoch: 150, train loss: 0.2780410945415497, temp_loss: 0.2780410945415497, time_loss: 1.9102835655212402, mse_loss: 3.8359375
Epoch: 151, train loss: 0.2972697615623474, temp_loss: 0.2972697615623474, time_loss: 1.8529428243637085, mse_loss: 3.640625
Epoch: 152, train loss: 0.2508242428302765, temp_loss: 0.2508242428302765, time_loss: 1.8842419385910034, mse_loss: 3.4765625
Epoch: 153, train loss: 0.2544093728065491, temp_loss: 0.2544093728065491, time_loss: 1.8766963481903076, mse_loss: 3.1953125
Epoch: 154, train loss: 0.22489243745803833, temp_loss: 0.22489243745803833, time_loss: 1.872178316116333, mse_loss: 3.34375
Epoch: 155, train loss: 0.32329249382019043, temp_loss: 0.32329249382019043, time_loss: 1.9818270206451416, mse_loss: 3.8671875
Epoch: 156, train loss: 0.2797398865222931, temp_loss: 0.2797398865222931, time_loss: 1.804044246673584, mse_loss: 3.4140625
Epoch: 157, train loss: 0.30897119641304016, temp_loss: 0.30897119641304016, time_loss: 1.848002552986145, mse_loss: 3.5625
Epoch: 158, train loss: 0.25548169016838074, temp_loss: 0.25548169016838074, time_loss: 1.8910480737686157, mse_loss: 3.90625
Epoch: 159, train loss: 0.27301153540611267, temp_loss: 0.27301153540611267, time_loss: 1.829118013381958, mse_loss: 3.203125
Epoch: 160, train loss: 0.29262569546699524, temp_loss: 0.29262569546699524, time_loss: 1.872398853302002, mse_loss: 3.140625
Epoch: 161, train loss: 0.3082750737667084, temp_loss: 0.3082750737667084, time_loss: 1.8963364362716675, mse_loss: 3.71875
Epoch: 162, train loss: 0.33671116828918457, temp_loss: 0.33671116828918457, time_loss: 1.844495177268982, mse_loss: 3.4375
Epoch: 163, train loss: 0.28278881311416626, temp_loss: 0.28278881311416626, time_loss: 1.9035803079605103, mse_loss: 3.890625
Epoch: 164, train loss: 0.23798507452011108, temp_loss: 0.23798507452011108, time_loss: 1.928178071975708, mse_loss: 3.3671875
Epoch: 165, train loss: 0.27101603150367737, temp_loss: 0.27101603150367737, time_loss: 1.9027982950210571, mse_loss: 3.6640625
Epoch: 166, train loss: 0.2712368369102478, temp_loss: 0.2712368369102478, time_loss: 1.8634077310562134, mse_loss: 3.7421875
Epoch: 167, train loss: 0.23909525573253632, temp_loss: 0.23909525573253632, time_loss: 1.89989173412323, mse_loss: 4.2265625
Epoch: 168, train loss: 0.2911491394042969, temp_loss: 0.2911491394042969, time_loss: 1.9499387741088867, mse_loss: 3.7109375
Epoch: 169, train loss: 0.28416433930397034, temp_loss: 0.28416433930397034, time_loss: 1.9281401634216309, mse_loss: 3.8203125
Epoch: 170, train loss: 0.26931700110435486, temp_loss: 0.26931700110435486, time_loss: 1.9424540996551514, mse_loss: 4.40625
Epoch: 171, train loss: 0.270490437746048, temp_loss: 0.270490437746048, time_loss: 1.8951773643493652, mse_loss: 3.5703125
Epoch: 172, train loss: 0.3574207127094269, temp_loss: 0.3574207127094269, time_loss: 1.936955451965332, mse_loss: 3.6953125
Epoch: 173, train loss: 0.25504395365715027, temp_loss: 0.25504395365715027, time_loss: 1.8455480337142944, mse_loss: 3.5859375
Epoch: 174, train loss: 0.2710270881652832, temp_loss: 0.2710270881652832, time_loss: 1.8858354091644287, mse_loss: 3.59375
Epoch: 175, train loss: 0.25751668214797974, temp_loss: 0.25751668214797974, time_loss: 1.827121376991272, mse_loss: 3.65625
Epoch: 176, train loss: 0.21337108314037323, temp_loss: 0.21337108314037323, time_loss: 1.8490837812423706, mse_loss: 3.8828125
Epoch: 177, train loss: 0.279807984828949, temp_loss: 0.279807984828949, time_loss: 1.769470453262329, mse_loss: 4.1015625
Epoch: 178, train loss: 0.22054243087768555, temp_loss: 0.22054243087768555, time_loss: 1.9065135717391968, mse_loss: 3.3828125
Epoch: 179, train loss: 0.20944596827030182, temp_loss: 0.20944596827030182, time_loss: 1.8682050704956055, mse_loss: 3.3515625
Epoch: 180, train loss: 0.26789864897727966, temp_loss: 0.26789864897727966, time_loss: 1.9127596616744995, mse_loss: 3.59375
Epoch: 181, train loss: 0.27484390139579773, temp_loss: 0.27484390139579773, time_loss: 1.8326303958892822, mse_loss: 3.8515625
Epoch: 182, train loss: 0.24351383745670319, temp_loss: 0.24351383745670319, time_loss: 1.8565270900726318, mse_loss: 2.953125
Epoch: 183, train loss: 0.2951907515525818, temp_loss: 0.2951907515525818, time_loss: 1.8996641635894775, mse_loss: 3.765625
Epoch: 184, train loss: 0.2508114278316498, temp_loss: 0.2508114278316498, time_loss: 1.9294300079345703, mse_loss: 3.578125
Epoch: 185, train loss: 0.2339172214269638, temp_loss: 0.2339172214269638, time_loss: 1.863218069076538, mse_loss: 3.7265625
Epoch: 186, train loss: 0.27143892645835876, temp_loss: 0.27143892645835876, time_loss: 1.880030632019043, mse_loss: 3.359375
Epoch: 187, train loss: 0.3286668360233307, temp_loss: 0.3286668360233307, time_loss: 1.8655129671096802, mse_loss: 3.71875
Epoch: 188, train loss: 0.28668907284736633, temp_loss: 0.28668907284736633, time_loss: 1.7444896697998047, mse_loss: 3.3359375
Epoch: 189, train loss: 0.21325862407684326, temp_loss: 0.21325862407684326, time_loss: 1.8880575895309448, mse_loss: 3.84375
Epoch: 190, train loss: 0.27733102440834045, temp_loss: 0.27733102440834045, time_loss: 1.956265926361084, mse_loss: 3.875
Epoch: 191, train loss: 0.2693106234073639, temp_loss: 0.2693106234073639, time_loss: 1.910965919494629, mse_loss: 3.703125
Epoch: 192, train loss: 0.2671126127243042, temp_loss: 0.2671126127243042, time_loss: 1.825620174407959, mse_loss: 4.4296875
Epoch: 193, train loss: 0.24007509648799896, temp_loss: 0.24007509648799896, time_loss: 1.8907004594802856, mse_loss: 4.0234375
Epoch: 194, train loss: 0.2558682858943939, temp_loss: 0.2558682858943939, time_loss: 1.8306293487548828, mse_loss: 3.828125
Epoch: 195, train loss: 0.2270936220884323, temp_loss: 0.2270936220884323, time_loss: 1.9198614358901978, mse_loss: 4.3046875
Epoch: 196, train loss: 0.24183489382266998, temp_loss: 0.24183489382266998, time_loss: 1.8889286518096924, mse_loss: 4.25
Epoch: 197, train loss: 0.26282110810279846, temp_loss: 0.26282110810279846, time_loss: 1.8976422548294067, mse_loss: 3.8671875
Epoch: 198, train loss: 0.23360851407051086, temp_loss: 0.23360851407051086, time_loss: 1.85353422164917, mse_loss: 3.9375
Epoch: 199, train loss: 0.19399480521678925, temp_loss: 0.19399480521678925, time_loss: 1.909402847290039, mse_loss: 3.8828125
Epoch: 200, train loss: 0.28787094354629517, temp_loss: 0.28787094354629517, time_loss: 1.9898946285247803, mse_loss: 4.1171875
Epoch: 201, train loss: 0.21212375164031982, temp_loss: 0.21212375164031982, time_loss: 1.8359240293502808, mse_loss: 3.734375
TRAIN: temp_loss: 0.23937645554542542, time_loss: 1.8859312534332275, temp_acc: 0.9296875, time_acc: 0.1171875
TEST : temp_loss: 0.3721367418766022, time_loss: 1.9300808906555176, temp_acc: 0.84, time_acc: 0.136
Epoch: 202, train loss: 0.30724281072616577, temp_loss: 0.30724281072616577, time_loss: 1.8672735691070557, mse_loss: 3.796875
Epoch: 203, train loss: 0.24859771132469177, temp_loss: 0.24859771132469177, time_loss: 1.9581432342529297, mse_loss: 3.90625
Epoch: 204, train loss: 0.2590995728969574, temp_loss: 0.2590995728969574, time_loss: 1.8969783782958984, mse_loss: 3.8046875
Epoch: 205, train loss: 0.3648741841316223, temp_loss: 0.3648741841316223, time_loss: 1.7934187650680542, mse_loss: 3.859375
Epoch: 206, train loss: 0.2860654890537262, temp_loss: 0.2860654890537262, time_loss: 1.9220545291900635, mse_loss: 3.59375
Epoch: 207, train loss: 0.29787972569465637, temp_loss: 0.29787972569465637, time_loss: 1.8767638206481934, mse_loss: 3.6015625
